institute_id,institute_name,address,district,institution_type,women_only,minority,parent_id,method,year,program,level,institutiontype,Women,Minority,state,course
1-44638579988,"SYNERGY SCHOOL OF ENGINEERING ,DHENKANAL","BANAMALIPRASAD,BY THE SIDE OF NH,55 DISTRICT-DHENKANAL PIN-759001 ODISHA",DHENKANAL,Private-Self Financing,N,N,1-3348020769,fetchdata,2025-2026,Engineering and Technology,1,1,1,1,Odisha,1
1-44638338685,"GANDHI INSTITUTE OF ENGINEERING AND TECHNOLOGY UNIVERSITY, ODISHA, GUNUPUR (GIET UNIVERSITY)","AT : GOBRIGUDA , PO : KHARLING , TALUK : GUNUPUR",RAYAGADA,State Private University,N,N,1-4561768721,fetchdata,2025-2026,Engineering and Technology,1,1,1,1,Odisha,1
1-44638422248,"GOVERNMENT POLYTECHNIC,BHADRAK","AT-TENTALIGADIA(SARMANGA),PO-RANDHIA,BHADRAK",BHADRAK,Government,N,N,1-3368783971,fetchdata,2025-2026,Engineering and Technology,1,1,1,1,Odisha,1
1-44638401484,SIKSHA 'O' ANUSANDHAN,"KHANDAGIRI, BHUBANESWAR",KHORDHA,Deemed to be University(Pvt),N,N,1-3732495651,fetchdata,2025-2026,Engineering and Technology,1,1,1,1,Odisha,1
1-44638426416,SORO SCHOOL OF ENGINEERING (DIPLOMA),"AT-BRAHMANSAHI, PO-SARASANKHA, P.S-SORO, DIST-BALASORE",BALASORE,Private-Self Financing,N,N,1-2846163491,fetchdata,2025-2026,Engineering and Technology,1,1,1,1,Odisha,1
1-44638514330,KRUTTIKA INSTITUTE OF TECHNICAL EDUCATION,GHANGAPATNA,KHORDHA,Private-Self Financing,N,N,1-8431271,fetchdata,2025-2026,Engineering and Technology,1,1,1,1,Odisha,1
1-44638412474,"SYNERGY POLYTECHNIC, BHUBANESWAR","AT BHIMPUR, PO PHULNAKHARA",KHORDHA,Private-Self Financing,N,N,1-3400022404,fetchdata,2025-2026,Engineering and Technology,1,1,1,1,Odisha,1
1-44638526409,CAPITAL ENGINEERING COLLEGE,PLOT NO-1293 AT/PO-MAHATAPALA DIST- KHORDHA,KHORDHA,Private-Self Financing,N,N,1-8223731,fetchdata,2025-2026,Engineering and Technology,1,1,1,1,Odisha,1
1-44638296835,RAYAGADA INSTITUTE OF TECHNOLOGY AND MANAGEMENT,PITAMAHAL,RAYAGADA,Private-Self Financing,N,N,1-6880861,fetchdata,2025-2026,Engineering and Technology,1,1,1,1,Odisha,1
1-44638146645,BHUBANESWAR INSTITUTE OF INDUSTRIAL TECHNOLOGY,"PANDIAPADA, RETANGA, BHUBANESWAR DIST-KHURDA, ORISSA",KHORDHA,Private-Self Financing,N,N,1-11823591,fetchdata,2025-2026,Engineering and Technology,1,1,1,1,Odisha,1
